,0.05,0.1,0.15,0.2,0.25,0.3,0.35
LSTM,0.6714282966344064,0.6791359484204165,0.6744593966911409,0.67498084780832,0.6705481646095479,0.6862732522560975,0.6921059421839415
BiLSTM,0.6935070662394698,0.6863391563983792,0.6879706707213435,0.6855661756044417,0.6909320955150926,0.6862580417173604,0.6884974052395414
GRU,0.7039618867830864,0.7191213205885689,0.7090842815931349,0.7106131010667667,0.701638240137662,0.7022694945014135,0.7034460900064172
