,0.05,0.1,0.15,0.2,0.25,0.3,0.35
LSTM,0.5010113117087422,0.5185613173479705,0.5013686131386862,0.5041378786728419,0.4904761904761905,0.5215536938309215,0.5347328522487061
BiLSTM,0.5427682737169517,0.5403078528567701,0.5343147563967754,0.5245585398427067,0.5384506242905789,0.5290618504981007,0.53635413035901
GRU,0.5464658169177288,0.5850668136106901,0.5578701962848763,0.5616519174041298,0.5454545454545454,0.5444298618080754,0.5563867325335217
